Domain,Classification,Workspace(s),Total Accounts,Burnt Accounts,Healthy Accounts,Low Volume Accounts,Total Sent,Total Replied,Avg Reply Rate %
nicksakhainsurancellc.com,HEALTHY,"Nick Sakha",3,0,3,0,1230,16,1.30
nicksakhafinancialpartners.com,HEALTHY,"Nick Sakha",3,0,3,0,1229,11,0.90
nicksakhainsurancenationwide.com,HEALTHY,"Nick Sakha",3,0,3,0,1227,10,0.81
nicksakhainsuranceinfo.com,HEALTHY,"Nick Sakha",3,0,3,0,1226,11,0.90
nicksakhagroupco.com,HEALTHY,"Nick Sakha",3,0,3,0,1215,16,1.32
nicksakhainsuranceonline.com,HEALTHY,"Nick Sakha",3,0,3,0,1210,12,0.99
nicksakhainsurancebenefits.com,HEALTHY,"Nick Sakha",3,0,3,0,1210,8,0.66
nicksakhainc.com,HEALTHY,"Nick Sakha",3,0,3,0,1179,9,0.76
assuredpartnersincs.com,HEALTHY,"Kirk Hodgson",3,0,3,0,749,7,0.93
greggblanchardagencycommunity.com,HEALTHY,"Gregg Blanchard",3,0,3,0,715,6,0.84
greggblanchardagencyfocus.com,HEALTHY,"Gregg Blanchard",3,0,3,0,713,8,1.12
greggblanchardagencyinsurancecenter.com,HEALTHY,"Gregg Blanchard",3,0,3,0,710,12,1.69
greggblanchardagencydiscount.com,HEALTHY,"Gregg Blanchard",3,0,3,0,705,6,0.85
greggblanchardagencyinsurancedeals.com,HEALTHY,"Gregg Blanchard",3,0,3,0,704,11,1.56
greggblanchardagencyriskadvisor.com,HEALTHY,"Gregg Blanchard",3,0,3,0,703,7,1.00
assuredpartnerssystems.com,HEALTHY,"Kirk Hodgson",1,0,1,0,699,6,0.86
greggblanchardagencyriskadvisors.com,HEALTHY,"Gregg Blanchard",3,0,3,0,698,5,0.72
greggblanchardagencyfirst.com,HEALTHY,"Gregg Blanchard",3,0,3,0,695,9,1.29
greggblanchardagencyins.com,HEALTHY,"Gregg Blanchard",3,0,3,0,695,7,1.01
greggblanchardagencyelitepro.com,HEALTHY,"Gregg Blanchard",3,0,3,0,695,8,1.15
greggblanchardagencyenterprises.com,HEALTHY,"Gregg Blanchard",3,0,3,0,695,8,1.15
greggblanchardagencyclientportal.com,HEALTHY,"Gregg Blanchard",3,0,3,0,692,3,0.43
greggblanchardagencyexpertsglobal.com,HEALTHY,"Gregg Blanchard",3,0,3,0,691,9,1.30
greggblanchardagencycoveragehub.com,HEALTHY,"Gregg Blanchard",3,0,3,0,689,7,1.02
greggblanchardagencyfast.com,HEALTHY,"Gregg Blanchard",3,0,3,0,686,4,0.58
greggblanchardagencydeals.com,HEALTHY,"Gregg Blanchard",3,0,3,0,685,9,1.31
greggblanchardagencyfusion.com,HEALTHY,"Gregg Blanchard",3,0,3,0,684,7,1.02
greggblanchardagencyinc.com,HEALTHY,"Gregg Blanchard",3,0,3,0,683,4,0.59
greggblanchardagencycoveragemax.com,HEALTHY,"Gregg Blanchard",3,0,3,0,682,6,0.88
greggblanchardagencyinsuranceglobal.com,HEALTHY,"Gregg Blanchard",3,0,3,0,677,10,1.48
greggblanchardagencyinsuranceco.com,HEALTHY,"Gregg Blanchard",3,0,3,0,676,8,1.18
greggblanchardagencyriskmanagement.com,HEALTHY,"Gregg Blanchard",3,0,3,0,675,7,1.04
greggblanchardagencyinsurancegroup.com,HEALTHY,"Gregg Blanchard",3,0,3,0,673,9,1.34
greggblanchardagencyinsured.com,HEALTHY,"Gregg Blanchard",3,0,3,0,671,5,0.75
greggblanchardagencyguide.com,HEALTHY,"Gregg Blanchard",3,0,3,0,662,11,1.66
topjeffschroder.com,HEALTHY,"Jeff Schroder",1,0,1,0,655,4,0.61
jeffschrodergroup.com,HEALTHY,"Jeff Schroder",1,0,1,0,653,5,0.77
jeffschroderagency.com,HEALTHY,"Jeff Schroder",1,0,1,0,652,9,1.38
bestjeffschroder.com,HEALTHY,"Jeff Schroder",1,0,1,0,651,7,1.08
myjeffschroder.com,HEALTHY,"Jeff Schroder",1,0,1,0,650,8,1.23
greggblanchardagencycoverageusa.com,HEALTHY,"Gregg Blanchard",3,0,3,0,649,14,2.16
greggblanchardagencyfinancial.com,HEALTHY,"Gregg Blanchard",3,0,3,0,620,9,1.45
greggblanchardagencygroupinc.com,HEALTHY,"Gregg Blanchard",3,0,3,0,610,4,0.66
greggblanchardagencycoverageplus.com,HEALTHY,"Gregg Blanchard",3,0,3,0,556,5,0.90
greggblanchardagencycover.com,HEALTHY,"Gregg Blanchard",3,0,3,0,550,11,2.00
greggblanchardagencyelite.com,HEALTHY,"Gregg Blanchard",3,0,3,0,548,6,1.09
greggblanchardagencyfarm.com,HEALTHY,"Gregg Blanchard",3,0,3,0,547,25,4.57
greggblanchardagencyfleet.com,HEALTHY,"Gregg Blanchard",3,0,3,0,545,5,0.92
greggblanchardagencyconsulting.com,HEALTHY,"Gregg Blanchard",3,0,3,0,544,5,0.92
greggblanchardagencycorp.com,HEALTHY,"Gregg Blanchard",3,0,3,0,538,6,1.12
greggblanchardagencycommercial.com,HEALTHY,"Gregg Blanchard",3,0,3,0,537,7,1.30
greggblanchardagencyglobal.com,HEALTHY,"Gregg Blanchard",3,0,3,0,537,5,0.93
greggblanchardagencycompare.com,HEALTHY,"Gregg Blanchard",3,0,3,0,536,11,2.05
greggblanchardagencyco.com,HEALTHY,"Gregg Blanchard",3,0,3,0,534,5,0.94
greggblanchardagencycare.com,HEALTHY,"Gregg Blanchard",3,0,3,0,534,10,1.87
greggblanchardagencybusiness.com,HEALTHY,"Gregg Blanchard",3,0,3,0,534,5,0.94
greggblanchardagencybrokers.com,HEALTHY,"Gregg Blanchard",3,0,3,0,533,14,2.63
greggblanchardagencyclaimsdesk.com,HEALTHY,"Gregg Blanchard",3,0,3,0,532,6,1.13
greggblanchardagencycontractor.com,HEALTHY,"Gregg Blanchard",3,0,3,0,531,10,1.88
greggblanchardagencybrokerage.com,HEALTHY,"Gregg Blanchard",3,0,3,0,526,8,1.52
greggblanchardagencyadvisors.com,HEALTHY,"Gregg Blanchard",3,0,3,0,525,8,1.52
greggblanchardagencychoice.com,HEALTHY,"Gregg Blanchard",3,0,3,0,520,8,1.54
greggblanchardagencyadvice.com,HEALTHY,"Gregg Blanchard",3,0,3,0,514,7,1.36
greggblanchardagencyadvantage.com,HEALTHY,"Gregg Blanchard",3,0,3,0,514,3,0.58
rossmanmediahq.com,HEALTHY,"Shane Miller",2,0,2,0,493,11,2.23
therossmanmediallc.com,HEALTHY,"Shane Miller",2,0,2,0,492,8,1.63
therossmanmedia.com,HEALTHY,"Shane Miller",2,0,2,0,492,9,1.83
therossmanmedialtd.com,HEALTHY,"Shane Miller",2,0,2,0,492,13,2.64
therossmanmediaco.com,HEALTHY,"Shane Miller",2,0,2,0,492,9,1.83
therossmanmediacorp.com,HEALTHY,"Shane Miller",2,0,2,0,491,10,2.04
therossmanmedialtds.com,HEALTHY,"Shane Miller",2,0,2,0,491,12,2.44
therossmanmediainc.com,HEALTHY,"Shane Miller",2,0,2,0,491,5,1.02
rossmanmediaco.com,HEALTHY,"Shane Miller",2,0,2,0,490,5,1.02
rossmanmedialtd.com,HEALTHY,"Shane Miller",2,0,2,0,490,9,1.84
rossmanmediaincs.com,HEALTHY,"Shane Miller",2,0,2,0,489,9,1.84
rossmanmediaagency.com,HEALTHY,"Shane Miller",2,0,2,0,489,5,1.02
rossmanmedialtds.com,HEALTHY,"Shane Miller",2,0,2,0,489,10,2.04
rossmanmediallc.com,HEALTHY,"Shane Miller",2,0,2,0,488,7,1.43
therossmanmediaincs.com,HEALTHY,"Shane Miller",2,0,2,0,488,7,1.43
rossmanmediallcs.com,HEALTHY,"Shane Miller",2,0,2,0,487,9,1.85
rossmanmediapro.com,HEALTHY,"Shane Miller",2,0,2,0,477,8,1.68
greggblanchardagencyedge.com,HEALTHY,"Gregg Blanchard",3,0,3,0,454,5,1.10
rossmanmediahub.com,HEALTHY,"Shane Miller",1,0,1,0,242,1,0.41
leblancinsuranceagency365.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,378,0,0.00
leblancinsuranceagencycenter.com,LOW_VOLUME,"LeBlanc Agency",98,0,0,98,284,0,0.00
leblancinsuranceagencybenefits.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,195,0,0.00
leblancinsuranceagencybonds.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,193,1,0.52
leblancinsuranceagencyamerica.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,377,0,0.00
leblancinsuranceagencybusiness.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,197,1,0.51
leblancinsuranceagencycare.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,184,1,0.54
leblancinsuranceagencyadvisors.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,185,2,1.08
leblancinsuranceagency360.com,LOW_VOLUME,"LeBlanc Agency",98,0,0,98,188,0,0.00
leblancinsuranceagencyauto.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,190,5,2.63
leblancinsuranceagencybrokerage.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,198,0,0.00
leblancinsuranceagencyadvantage.com,LOW_VOLUME,"LeBlanc Agency",99,0,0,99,190,1,0.53
leblancinsuranceagencyinc.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencyusa.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencypro.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencyinsurance.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencyplus.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencyhome.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencyinsure.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencyhealth.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencygroup.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,12,0,0.00
leblancinsuranceagencycommercial.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,6,0,0.00
leblancinsuranceagencyelite.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,5,0,0.00
leblancinsuranceagencyco.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,6,0,0.00
leblancinsuranceagencysolutions.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,11,0,0.00
leblancinsuranceagencydirect.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,6,0,0.00
leblancinsuranceagencyclaims.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,5,0,0.00
leblancinsuranceagencyexpert.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,6,0,0.00
leblancinsuranceagencyfinancial.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,5,0,0.00
leblancinsuranceagencycoverage.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,5,0,0.00
leblancinsuranceagencycorp.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,5,2,40.00
leblancinsuranceagencyconnect.com,LOW_VOLUME,"LeBlanc Agency",3,0,0,3,6,0,0.00
Tyschraufagencyllc.com,LOW_VOLUME,"Schrauf Agency",99,0,0,99,396,0,0.00
Tyschraufagency.com,LOW_VOLUME,"Schrauf Agency",99,0,0,99,396,0,0.00
Tyschraufagencyltd.com,LOW_VOLUME,"Schrauf Agency",99,0,0,99,441,0,0.00
Tyschraufagencyincs.com,LOW_VOLUME,"Schrauf Agency",99,0,0,99,495,0,0.00
Tyschraufagencyinc.com,LOW_VOLUME,"Schrauf Agency",99,0,0,99,495,2,0.40
Tyschraufagencyllcs.com,LOW_VOLUME,"Schrauf Agency",99,0,0,99,495,1,0.20
tyschraufagencyusa.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,35,0,0.00
tyschraufagencyservice.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,38,0,0.00
tyschraufagencypro.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,37,0,0.00
tyschraufagencyteams.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,37,0,0.00
tyschraufagencypros.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,38,0,0.00
tyschraufagencyteam.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,37,0,0.00
tyschraufagencyltds.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,33,0,0.00
thetyschraufagency.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,33,0,0.00
tyschraufagencycorp.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,36,1,2.78
tyschraufagencyservices.com,LOW_VOLUME,"Schrauf Agency",3,0,0,3,39,0,0.00
